State,NSP,Start,Finish,Network_Asset,Impact,Recall,Status
VIC,AusNet,"14/10/2022 06:00
Friday","14/10/2022 16:00
Friday",Hazelwood - Loy Yang Power Station No.3 500 kV Line,"A credible contingency event during this planned outage could cause:
 A large reduction in generation in Victoria
 Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"29/10/2022 05:00
Saturday","01/11/2022 17:00
Tuesday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"01/11/2022 05:00
Tuesday","01/11/2022 17:00
Tuesday",Bendigo - Kerang 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"02/11/2022 05:00
Wednesday","02/11/2022 17:00
Wednesday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 8 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"03/11/2022 05:00
Thursday","03/11/2022 17:00
Thursday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 8 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"03/11/2022 06:00
Thursday","03/11/2022 15:30
Thursday",MooraboolSydenham No.1 500 kV Line,A credible contingency event during this planned outage may require market intervention through issuing of directions,Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"04/11/2022 05:00
Friday","04/11/2022 17:00
Friday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 8 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"05/11/2022 05:00
Saturday","05/11/2022 17:00
Saturday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 8 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"15/11/2022 05:00
Tuesday","15/11/2022 17:00
Tuesday",Bendigo - Kerang 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"22/03/2022 06:30
Tuesday","22/03/2022 15:00
Tuesday",Loy Yang Power Station - Basslink 500 kV Line,"<<This outage has been WITHDRAWN!>>
Tasmania will be separated from the NEM due to this outage.",Day: 2 hrs-Night: NA,Withdrawn
VIC,AusNet,"22/03/2022 06:30
Tuesday","23/03/2022 15:00
Wednesday",Loy Yang Power Station - Basslink 500 kV Line,"<<NEW since the last notification>>
Tasmania will be separated from the NEM due to this outage.",Day: 4 hrs-Night: 6 hrs,Planned - MTLTP
VIC,AusNet,"23/03/2022 06:30
Wednesday","23/03/2022 15:00
Wednesday",Loy Yang Power Station - Basslink 500 kV Line,"<<This outage has been WITHDRAWN!>>
Tasmania will be separated from the NEM due to this outage.",Day: 2 hrs-Night: NA,Withdrawn
VIC,AusNet,"20/04/2022 07:00
Wednesday","20/04/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"10/05/2022 07:00
Tuesday","10/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"11/05/2022 07:00
Wednesday","11/05/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"12/05/2022 07:00
Thursday","12/05/2022 16:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"13/05/2022 07:00
Friday","13/05/2022 16:00
Friday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"16/05/2022 07:00
Monday","16/05/2022 17:30
Monday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"17/05/2022 07:00
Tuesday","17/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"17/05/2022 07:00
Tuesday","17/05/2022 17:30
Tuesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"18/05/2022 07:00
Wednesday","18/05/2022 17:30
Wednesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"19/05/2022 07:00
Thursday","19/05/2022 17:30
Thursday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"24/05/2022 06:30
Tuesday","24/05/2022 18:00
Tuesday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"27/05/2022 07:00
Friday","27/05/2022 12:00
Friday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"30/05/2022 07:00
Monday","30/05/2022 17:30
Monday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"31/05/2022 07:00
Tuesday","31/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"31/05/2022 07:00
Tuesday","31/05/2022 17:30
Tuesday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"08/06/2022 06:30
Wednesday","08/06/2022 19:30
Wednesday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"09/06/2022 06:30
Thursday","09/06/2022 19:30
Thursday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"10/06/2022 06:30
Friday","10/06/2022 19:30
Friday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"13/06/2022 07:00
Monday","13/06/2022 17:30
Monday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"14/06/2022 07:00
Tuesday","14/06/2022 17:30
Tuesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"15/06/2022 06:30
Wednesday","16/06/2022 19:30
Thursday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"05/07/2022 06:30
Tuesday","05/07/2022 19:30
Tuesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"06/07/2022 06:30
Wednesday","06/07/2022 19:30
Wednesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"07/07/2022 06:30
Thursday","07/07/2022 19:30
Thursday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"08/07/2022 06:30
Friday","08/07/2022 19:30
Friday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"17/08/2022 07:00
Wednesday","17/08/2022 17:00
Wednesday",Jindera - Wodonga (060) 330 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer
 Between Victoria and New South Wales.
 Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 3 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"18/08/2022 07:00
Thursday","18/08/2022 17:00
Thursday",Jindera - Wodonga (060) 330 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
This outage offloads the Buronga to Darlington Point X5 220 kV line and restricts power transfer
 Between Victoria and New South Wales.
 Between South Australia and Victoria on Murraylink
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 3 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"15/09/2022 07:00
Thursday","15/09/2022 17:00
Thursday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"03/10/2022 05:30
Monday","03/10/2022 15:00
Monday",Rowville - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"06/10/2022 06:00
Thursday","06/10/2022 15:00
Thursday",Hazelwood - Cranbourne 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"13/10/2022 06:00
Thursday","13/10/2022 16:00
Thursday",Hazelwood - Loy Yang Power Station No.3 500 kV Line,"A credible contingency event during this planned outage could cause:
 A large reduction in generation in Victoria
 Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"14/10/2022 06:00
Friday","14/10/2022 16:00
Friday",Hazelwood - Loy Yang Power Station No.3 500 kV Line,"A credible contingency event during this planned outage could cause:
 A large reduction in generation in Victoria
 Load shedding in Victoria",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"29/10/2022 05:00
Saturday","01/11/2022 17:00
Tuesday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"01/11/2022 05:00
Tuesday","01/11/2022 17:00
Tuesday",Bendigo - Kerang 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"02/11/2022 05:00
Wednesday","02/11/2022 17:00
Wednesday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 8 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"03/11/2022 05:00
Thursday","03/11/2022 17:00
Thursday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 8 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"03/11/2022 06:00
Thursday","03/11/2022 15:30
Thursday",MooraboolSydenham No.1 500 kV Line,A credible contingency event during this planned outage may require market intervention through issuing of directions,Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"04/11/2022 05:00
Friday","04/11/2022 17:00
Friday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 8 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"05/11/2022 05:00
Saturday","05/11/2022 17:00
Saturday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 8 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"15/11/2022 05:00
Tuesday","15/11/2022 17:00
Tuesday",Bendigo - Kerang 220 kV Line,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"18/03/2023 05:00
Saturday","21/03/2023 17:00
Tuesday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"22/03/2023 05:00
Wednesday","22/03/2023 17:00
Wednesday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 6 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"23/03/2023 05:00
Thursday","23/03/2023 17:00
Thursday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 6 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"24/03/2023 05:00
Friday","24/03/2023 17:00
Friday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 6 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"25/03/2023 05:00
Saturday","25/03/2023 17:00
Saturday",Keilor - South Morang 500 kV Line,"This is a high impact outage only if the Forecast Operational Demand in Victoria region is greater than 7,000 MW
A credible contingency event during this planned outage could: 
 Cause a large reduction in generation in Victoria
 Restrict power transfer across the Victoria - South Australia interconnector (Heywood interconnector).",Day: 6 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"22/03/2022 06:30
Tuesday","23/03/2022 15:00
Wednesday",Loy Yang Power Station - Basslink 500 kV Line,Tasmania will be separated from the NEM due to this outage.,Day: 4 hrs-Night: 6 hrs,Planned - MTLTP
VIC,AusNet,"20/04/2022 07:00
Wednesday","20/04/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - MTLTP
VIC,AusNet,"10/05/2022 07:00
Tuesday","10/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"<<This outage has been WITHDRAWN!>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Withdrawn
VIC,AusNet,"11/05/2022 07:00
Wednesday","11/05/2022 16:00
Wednesday",Buronga - Redcliffs (OX1) 220 kV Line.,"<<This outage has been WITHDRAWN!>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Withdrawn
VIC,AusNet,"12/05/2022 07:00
Thursday","12/05/2022 16:00
Thursday",Buronga - Redcliffs (OX1) 220 kV Line.,"<<This outage has been WITHDRAWN!>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Withdrawn
VIC,AusNet,"13/05/2022 07:00
Friday","13/05/2022 16:00
Friday",Buronga - Redcliffs (OX1) 220 kV Line.,"<<This outage has been WITHDRAWN!>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Withdrawn
VIC,AusNet,"16/05/2022 07:00
Monday","16/05/2022 17:30
Monday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"17/05/2022 07:00
Tuesday","17/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"<<This outage has been WITHDRAWN!>>
This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Withdrawn
VIC,AusNet,"17/05/2022 07:00
Tuesday","17/05/2022 17:30
Tuesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"18/05/2022 07:00
Wednesday","18/05/2022 17:30
Wednesday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"19/05/2022 07:00
Thursday","19/05/2022 17:30
Thursday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"24/05/2022 06:30
Tuesday","24/05/2022 18:00
Tuesday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"27/05/2022 07:00
Friday","27/05/2022 12:00
Friday",Heywood - Tarrone 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"30/05/2022 07:00
Monday","30/05/2022 17:30
Monday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"31/05/2022 07:00
Tuesday","31/05/2022 16:00
Tuesday",Buronga - Redcliffs (OX1) 220 kV Line.,"This is a high-impact outage only if the forecast temperature at Red Cliffs is greater than 30 °C
A credible contingency event during this planned outage may require: 
 Load shedding in the Victorian outer grid
 Market intervention through issuing of directions.",Day: 4 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"31/05/2022 07:00
Tuesday","31/05/2022 17:30
Tuesday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
VIC,AusNet,"08/06/2022 06:30
Wednesday","08/06/2022 19:30
Wednesday",Heywood - Mortlake 500 kV Line,"A credible contingency event during this planned outage could cause
synchronous separation of the South Australia region from the rest of
the NEM.
During this planned outage:
 Power transfer will be restricted across the Victoria - South Australia interconnector (Heywood interconnector).
 Post contingent FCAS will be sourced within SA following Separation event.",Day: 2 hrs-Night: NA,Planned - SUBMIT
